iter	Passed	Remaining
257	439	1264
258	440	1261
259	441	1257
260	442	1254
261	444	1251
262	445	1248
263	446	1245
264	448	1243
265	449	1240
266	450	1237
267	451	1233
268	452	1230
269	454	1228
270	455	1225
271	456	1221
272	457	1219
273	459	1216
274	460	1213
275	461	1210
276	462	1206
277	463	1203
278	464	1200
279	465	1197
280	466	1194
281	467	1191
282	468	1188
283	470	1185
284	471	1181
285	472	1179
286	473	1176
287	474	1173
288	475	1170
289	476	1167
290	477	1164
291	479	1161
292	480	1158
293	481	1155
294	482	1152
295	483	1149
296	484	1146
297	485	1144
298	487	1141
299	488	1138
300	489	1135
301	490	1132
302	491	1130
303	492	1128
304	494	1125
305	495	1122
306	496	1119
307	497	1116
308	498	1114
309	499	1112
310	500	1109
311	501	1106
312	502	1103
313	503	1101
314	505	1098
315	506	1095
316	507	1093
317	508	1090
318	509	1087
319	510	1085
320	511	1082
321	513	1080
322	514	1077
323	515	1075
324	516	1073
325	519	1073
326	521	1072
327	523	1072
328	525	1071
329	526	1069
330	530	1071
331	532	1070
332	533	1069
333	537	1071
334	538	1069
335	541	1069
336	543	1069
337	546	1070
338	549	1071
339	551	1069
340	552	1067
341	553	1065
342	555	1064
343	557	1062
344	558	1060
345	561	1062
346	563	1061
347	565	1059
348	568	1059
349	569	1057
350	570	1054
351	571	1052
352	573	1050
353	574	1048
354	575	1045
355	576	1043
356	577	1040
357	579	1038
358	580	1036
359	581	1034
360	582	1031
361	584	1029
362	585	1027
363	587	1025
364	588	1023
365	589	1020
366	590	1018
367	591	1016
368	593	1014
369	594	1011
370	595	1009
371	596	1006
372	597	1004
373	598	1002
374	599	999
375	600	997
376	601	994
377	602	992
378	604	989
379	605	987
380	606	985
381	607	982
382	608	980
383	609	977
384	610	975
385	612	973
386	613	971
387	614	968
388	615	966
389	616	963
390	617	961
391	618	959
392	619	956
393	620	954
394	621	951
395	622	949
396	623	946
397	624	944
398	625	942
399	626	939
400	627	937
401	628	935
402	629	932
403	630	930
404	631	928
405	632	926
406	634	923
407	635	921
408	636	919
409	637	917
410	638	915
411	639	912
412	640	910
413	641	908
414	642	905
415	643	903
416	644	901
417	646	899
418	647	897
419	648	895
420	649	893
421	650	891
422	651	888
423	652	886
424	653	884
425	654	882
426	655	880
427	657	878
428	658	876
429	659	873
430	660	871
431	661	869
432	662	867
433	663	865
434	664	863
435	665	861
436	666	859
437	667	856
438	669	854
439	670	852
440	671	850
441	672	848
442	673	846
443	674	844
444	675	843
445	677	841
446	678	839
447	679	837
448	680	835
449	681	833
450	683	831
451	684	829
452	685	827
453	686	825
454	687	823
455	689	822
456	690	820
457	691	818
458	692	816
459	693	814
460	695	812
461	696	810
462	697	808
463	698	806
464	699	804
465	700	802
466	702	801
467	703	799
468	704	798
469	706	796
470	707	794
471	708	792
472	709	790
473	711	789
474	712	787
475	713	785
476	714	783
477	715	781
478	716	779
479	717	777
480	718	775
481	720	773
482	721	772
483	722	770
484	723	768
485	724	766
486	725	764
487	726	762
488	728	760
489	729	759
490	730	757
491	731	755
492	732	753
493	733	751
494	734	749
495	736	748
496	737	746
497	738	744
498	739	742
499	740	740
500	741	738
501	742	736
502	743	734
503	744	733
504	745	731
505	747	729
506	748	727
507	749	725
508	750	723
509	751	721
510	752	720
511	753	718
512	754	716
513	755	714
514	756	712
515	758	711
516	759	709
517	760	707
518	761	705
519	762	703
520	763	701
521	764	699
522	765	698
523	766	696
524	767	694
525	768	692
526	769	691
527	771	689
528	772	687
529	773	686
530	774	684
531	775	682
532	776	680
533	777	678
534	778	677
535	780	675
536	781	673
537	782	671
538	783	669
539	784	668
540	785	666
541	786	664
542	787	662
543	788	661
544	789	659
545	790	657
546	791	655
547	793	654
548	794	652
549	795	650
550	796	648
551	797	647
552	798	645
553	799	643
554	800	641
555	801	640
556	802	638
557	804	636
558	805	635
559	806	633
560	807	631
561	808	630
562	809	628
563	811	626
564	812	625
565	813	623
566	814	621
567	815	620
568	816	618
569	818	617
570	819	615
571	820	613
572	821	612
573	822	610
574	823	608
575	825	607
576	826	605
577	827	604
578	828	602
579	830	601
580	831	599
581	833	598
582	834	596
583	835	595
584	837	593
585	838	592
586	839	590
587	840	589
588	842	587
589	843	586
590	845	584
591	846	583
592	847	581
593	849	580
594	850	578
595	851	577
596	852	575
597	853	573
598	854	572
599	856	570
600	857	569
601	858	567
602	859	566
603	861	564
604	862	563
605	864	561
606	865	560
607	866	558
608	867	557
609	868	555
610	870	554
611	871	552
612	873	551
613	874	549
614	875	548
615	876	546
616	878	545
617	879	543
618	880	541
619	881	540
620	882	538
621	883	536
622	884	535
623	885	533
624	887	532
625	888	530
626	889	529
627	890	527
628	891	525
629	892	524
630	893	522
631	894	521
632	896	519
633	897	517
634	898	516
635	899	514
636	900	513
637	901	511
638	902	509
639	903	508
640	904	506
641	905	505
642	907	503
643	908	502
644	909	500
645	910	498
646	911	497
647	912	495
648	913	494
649	915	492
650	916	491
651	917	489
652	918	487
653	919	486
654	920	484
655	921	483
656	922	481
657	923	480
658	924	478
659	926	477
660	927	475
661	928	474
662	929	472
663	931	471
664	932	469
665	933	468
666	934	466
667	935	465
668	936	463
669	937	461
670	938	460
671	940	458
672	941	457
673	942	455
674	943	454
675	944	452
676	945	451
677	946	449
678	947	448
679	948	446
680	949	444
681	950	443
682	951	441
683	953	440
684	954	438
685	955	437
686	956	435
687	957	434
688	958	432
689	959	431
690	960	429
691	961	427
692	962	426
693	963	424
694	964	423
695	966	421
696	967	420
697	968	418
698	969	417
699	970	415
700	971	414
701	972	412
702	973	411
703	974	409
704	975	408
705	976	406
706	977	405
707	979	403
708	980	402
709	981	400
710	982	399
711	983	397
712	984	396
713	985	394
714	986	393
715	987	391
716	988	390
717	989	388
718	991	387
719	992	385
720	993	384
721	994	382
722	995	381
723	996	379
724	997	378
725	998	376
726	999	375
727	1000	373
728	1001	372
729	1002	370
730	1003	369
731	1005	367
732	1006	366
733	1007	364
734	1008	363
735	1009	361
736	1010	360
737	1011	359
738	1012	357
739	1013	356
740	1014	354
741	1015	353
742	1017	351
743	1018	350
744	1019	348
745	1020	347
746	1021	346
747	1022	344
748	1023	343
749	1025	341
750	1026	340
751	1027	338
752	1028	337
753	1029	335
754	1030	334
755	1031	332
756	1032	331
757	1033	330
758	1034	328
759	1035	327
760	1037	325
761	1038	324
762	1039	322
763	1040	321
764	1041	319
765	1042	318
766	1043	317
767	1045	315
768	1046	314
769	1047	312
770	1048	311
771	1049	309
772	1050	308
773	1051	307
774	1053	305
775	1054	304
776	1055	302
777	1056	301
778	1057	300
779	1058	298
780	1060	297
781	1061	295
782	1062	294
783	1063	293
784	1064	291
785	1065	290
786	1067	288
787	1068	287
788	1069	286
789	1070	284
790	1071	283
791	1072	281
792	1073	280
793	1075	278
794	1076	277
795	1077	276
796	1078	274
797	1079	273
798	1080	271
799	1081	270
800	1082	269
801	1083	267
802	1084	266
803	1085	264
804	1087	263
805	1088	261
806	1089	260
807	1090	259
808	1091	257
809	1092	256
810	1093	254
811	1094	253
812	1095	252
813	1097	250
814	1098	249
815	1099	247
816	1100	246
817	1101	245
818	1102	243
819	1103	242
820	1104	240
821	1105	239
822	1106	238
823	1108	236
824	1109	235
825	1110	233
826	1111	232
827	1112	231
828	1113	229
829	1114	228
830	1115	226
831	1116	225
832	1118	224
833	1119	222
834	1120	221
835	1121	219
836	1122	218
837	1123	217
838	1124	215
839	1125	214
840	1126	213
841	1127	211
842	1128	210
843	1129	208
844	1131	207
845	1132	206
846	1133	204
847	1135	203
848	1136	202
849	1137	200
850	1138	199
851	1139	198
852	1141	196
853	1142	195
854	1143	193
855	1144	192
856	1145	191
857	1146	189
858	1147	188
859	1148	187
860	1150	185
861	1151	184
862	1152	182
863	1153	181
864	1154	180
865	1155	178
866	1156	177
867	1157	176
868	1158	174
869	1159	173
870	1160	171
871	1161	170
872	1162	169
873	1163	167
874	1164	166
875	1166	165
876	1167	163
877	1168	162
878	1169	160
879	1170	159
880	1171	158
881	1172	156
882	1173	155
883	1174	154
884	1175	152
885	1176	151
886	1178	150
887	1179	148
888	1180	147
889	1181	145
890	1182	144
891	1183	143
892	1184	141
893	1185	140
894	1186	139
895	1187	137
896	1188	136
897	1189	135
898	1190	133
899	1191	132
900	1192	131
901	1193	129
902	1194	128
903	1195	126
904	1196	125
905	1197	124
906	1199	122
907	1200	121
908	1201	120
909	1202	118
910	1203	117
911	1204	116
912	1205	114
913	1206	113
914	1207	112
915	1208	110
916	1209	109
917	1210	108
918	1211	106
919	1212	105
920	1213	104
921	1214	102
922	1216	101
923	1217	100
924	1218	98
925	1219	97
926	1220	96
927	1221	94
928	1222	93
929	1224	92
930	1225	90
931	1226	89
932	1227	88
933	1228	86
934	1229	85
935	1230	84
936	1231	82
937	1232	81
938	1233	80
939	1234	78
940	1235	77
941	1236	76
942	1237	74
943	1238	73
944	1239	72
945	1240	70
946	1241	69
947	1242	68
948	1244	66
949	1245	65
950	1246	64
951	1247	62
952	1248	61
953	1249	60
954	1250	58
955	1251	57
956	1252	56
957	1253	54
958	1254	53
959	1255	52
960	1256	51
961	1257	49
962	1258	48
963	1259	47
964	1260	45
965	1262	44
966	1263	43
967	1264	41
968	1265	40
969	1266	39
970	1267	37
971	1268	36
972	1269	35
973	1270	33
974	1271	32
975	1272	31
976	1273	29
977	1274	28
978	1275	27
979	1276	26
980	1277	24
981	1278	23
982	1279	22
983	1281	20
984	1282	19
985	1283	18
986	1284	16
987	1285	15
988	1286	14
989	1287	13
990	1288	11
991	1289	10
992	1290	9
993	1291	7
994	1293	6
995	1294	5
996	1295	3
997	1296	2
998	1297	1
999	1298	0
